Record ID,AIM - Actionability Date,AIM - Company Notes,AIM - Direct Relationship,AIM - EBITDA Estimate,AIM - Ranking,AIM - Revenue Estimate,AIM - Top Prospect,Pipeline Opportunity,Company name,Company owner,AIM - Next Touch Date,AIM - Actionable Date,State/Region,City,Description,AIM - Known Ranking,FTE,Create Date,Last Modified Date,Associated Company,Associated Company IDs
10568829780,,,No,,Qualify,,,,PlanRadar Pty Ltd,,,,Wien,Wien,"Construction and real estate management software PlanRadar Proven to save time, cut costs and increase project quality. Try now for free. Over 120,000 users Die PlanRadar Mängelmanagement Plattformreduziert durch die Digitalisierung des Workflows nicht...",,,2023-01-08 15:49,2024-02-01 16:05,,
10568860010,,,No,,Qualify,,,,OpenSpace,,,,CA,San Francisco,"OpenSpace is a global leader in reality capture and AI-powered analytics for builders. They provide next-generation reality capture software, powerful integrations, and smart analytics tools. With OpenSpace, builders can attach a camera and record the ...",,,2023-01-08 15:49,2023-12-15 09:47,,
12378890581,2024 - 1H,Garin mentioned to connect with Brian Moore at the business,No,,B,,,Yes,Kahua,Matt Klein,,2024-03-01,GA,Alpharetta,"Kahua provides collaborative project management solutions that enable effective communication throughout the entire lifecycle of construction projects. They offer purpose-built software for owners, program managers, general contractors, and subcontract...",,134,2023-01-08 15:49,2024-01-23 08:22,,
12379157010,,,No,,Qualify,,,,HeadLight,Jeffrey Bumb,,,WA,Seattle,,,68,2023-01-08 15:49,2024-02-01 15:37,,
12380929892,2023 - 2H,Tip from Alkali. JB direct outbound. Ask MK to follow up after my email.,Yes,,A,7,Yes,No,MachineMetrics,Jeffrey Bumb,,,MA,Easthampton,"MachineMetrics, Inc. is a developer of an industrial IoT platform designed to offer production monitoring software for the manufacturing industry. The company's platform also offers real-time visibility, deep manufacturing analytics, and artificial intelligence-driven predictive notifications, enabling the manufacturing industry to digitize legacy manufacturing processes and drive profitability with machines. It serves pharmaceutical manufacturing, biotech manufacturing and cell manufacturing, gene therapy, medical device manufacturing, and other sectors.",,50,2023-01-08 15:49,2024-01-31 11:25,,
12381090314,,,No,,Qualify,,,,Paperless Parts,Jeffrey Bumb,,,MA,Boston,"Paperless Parts, Inc. is a secure, ITAR-registered, and compliant cloud-based platform that is revolutionizing manufacturing. The company drives manufacturing operations for a wide range of industries, including aerospace, national defense, technology, and the private sector. It serves the aerospace, national defense, technology, and private sectors in the United States.",,129,2023-01-08 15:49,2024-01-31 15:12,,
12381412468,,,No,,Qualify,,,,nPlan,Jeffrey Bumb,,,Greater London,London,"nPlan learns how previous construction projects performed, to predict the outcomes of future projects.",,71,2023-01-08 15:49,2023-12-15 09:47,,
12382115681,,,No,,Qualify,,,,Newforma,Jeffrey Bumb,,,NH,Manchester,"Newforma provides digital platforms that prioritize human centered information management; simplifying our client's inter teams coordination, enabling them to manage exceptional large scale projects. More than 1,500 #architecture,#engineering & #constr...",,145,2023-01-08 15:49,2024-01-31 14:59,,
12382890533,,"Spoke with the CEO. Founder backed (dad founded Qlik). Leaning minority but ""open to a majority"". 100% growth. High valuation expectations. Likely burning. Low priority. ",Yes,,C,5,No,Yes,Plataine,Jeffrey Bumb,,2024-01-16,MA,Waltham,"Plataine, Ltd. is a developer of automation and optimization software designed to empower manufacturers to make decisions in real-time. The company's software provides material, asset traceability, and digital assistants to deliver enterprise-wide optimization.",C,76,2023-01-08 15:49,2024-01-30 09:06,,
12382890534,,,No,,Qualify,,,,Percepto,Jeffrey Bumb,,,Tel Aviv District,Tel Aviv-Yafo,"Percepto is revolutionizing the way vital infrastructure and assets are inspected and monitored. They offer Fully Autonomous Multi Mission On Site Drone Solution, including computer vision applications, a base station, and a management software. Percep...",,179,2023-01-08 15:49,2023-12-15 09:47,,
10568575659,,,No,,Qualify,,,,SIGMATEK Automation,,,,Salzburg,,"Sigmatek is your Partner for industrial automation and controls, such as PLC automation or HMI for visualization and control, as well as I/O systems.",,,2023-01-08 15:49,2024-01-31 15:26,,
10568585400,,,No,,A,,,,QRA,Jeffrey Bumb,,,NS,Halifax,"QRA Corp. is a firm that offers advanced early-stage design analysis that significantly decreases the cost, time, and effort required to verify complex systems. It offers to develop advanced enterprise software tools for the early-stage validation and verification of engineered systems.",,33,2023-01-08 15:49,2024-02-01 17:40,,
10568597872,,,No,,Qualify,,,,Propeller Aero,,,,New South Wales,Surry Hills,"Propeller Aero is a global leader in 3D mapping and data analytics solutions that give worksites the power to measure and manage themselves. They provide software and hardware products that enable organizations in the resources, utilities, construction...",,,2023-01-08 15:49,2023-12-15 09:47,,
10568799911,,,No,,Qualify,,,,Selerant,,,,,Cassina De' Pecchi,Selerant is a leading company in developing product lifecycle management PLM software and provides compliance solutions.,,,2023-01-08 15:49,2023-12-15 09:47,,
10568822794,,,No,,Qualify,,,,Senseye,,,,Hampshire,Chilworth,"Senseye™ is the solution for your predictive maintenance journey, trusted by Fortune 500 companies to halve unplanned downtime & double maintenance efficiency.",,,2023-01-08 15:49,2023-12-15 09:47,,
10568829783,,,No,,Qualify,,,,RenoRun Inc,,,,Quebec,Montreal,"Get 2-hour, same-day or scheduled delivery of your building materials easily through our website, app or by phone. High-quality materials guaranteed.",,,2023-01-08 15:49,2024-01-31 15:46,,
10568834162,,,No,,C,,,,"Rescale, Inc.",Jeffrey Bumb,,,CA,San Francisco,"Rescale, Inc. is an information technology and services company. It offers a cloud simulation and computing (HPC) platform, including ScaleX Pro for engineering and scientific simulations. The company serves clients in the United States, Korea, and Japan.",,242,2023-01-08 15:49,2024-02-01 18:18,,
10568841396,,,No,,Qualify,,,,Quentic,,,,Berlin,Berlin,Software as a Service solutions for EHS and CSR | connect. engage. inspire. #healthandsafety #safety #ehs #hse #csr #saas #software #app #quentic,,,2023-01-08 15:49,2023-12-15 09:47,,
10568845234,2024 - 1H,,No,,C,209,,,Seeq,Jeffrey Bumb,,,WA,Seattle,"Seeq Corporation develops software and services that accelerate industrial process analytics on industrial process data. Seeq's sophisticated yet easy to use analysis tools are applicable for industrial markets like oil refineries, pharmaceuticals, and...",,200,2023-01-08 15:49,2024-01-17 08:54,,
10568848807,,,No,,Qualify,,,,Newmetrix,Josh Ruder,,,MA,Cambridge,Newmetrix reduces risk in construction by predicting and preventing safety incidents using AI - Uncover risk in the data you're already collecting.,,5,2023-01-08 15:49,2023-12-15 09:47,,
10568860009,,,No,,C,,,,ProcessMAP Corporation,Jeffrey Bumb,,,FL,Fort Lauderdale,"ProcessMAP Corp. provides a software platform for environment, health, safety, sustainability, and compliance information management. The company is a digitalization and process transformation platform that empowers customers to ensure workers' assurance compliance. It also operates in the Software Development Industry.",,257,2023-01-08 15:49,2024-02-01 16:07,,
10915525488,,Produt lifecycle management,No,,C,,,,Propel Software Solutions,Jeffrey Bumb,,,CA,Santa Clara,"PropelPLM, Inc. doing business as Propel Software Solutions, Inc. designs and develops cloud-based enterprise software. The company's products include Product Lifecycle Management (PLM) software, Product Information Management software (PIM), and Quality management software (QMS). It serves electronics and technology and consumer products.",,127,2023-01-08 15:49,2024-02-01 17:51,,
12368708485,,,No,,Qualify,,,,Sensat,Jeffrey Bumb,,,Greater London,London,"Sensat builds technology to translate the world into a version understandable to AI, enabling infrastructure companies to analyse their environments for the first time. We do this by creating digital twins, then infusing real time data sets from a vari...",,83,2023-01-08 15:49,2024-01-13 09:29,,
12369945359,,,No,,A,,No,Yes,Qualityze,Jeffrey Bumb,2024-04-09,,FL,Tampa,"Qualityze, Inc. is the next-generation quality management solution that provides best-in-class quality, compliance, and process management system. The company offers enterprise-quality management software systems for the life sciences, healthcare, and general manufacturing industries. It also provides a fully mobile-integrated QMS solution for transforming quality data at various touch points.",,60,2023-01-08 15:49,2024-01-23 15:59,,
12378136445,,,No,,Qualify,,,,Siteaware,Jeffrey Bumb,,,TX,Houston,SiteAware is the construction industry's first Digital Construction Verification Platform for buildings.,,50,2023-01-08 15:49,2023-12-15 09:47,,
12379294513,,,No,,Qualify,,,,Seebo,Jeffrey Bumb,,,,Tel Aviv-Yafo,"Seebo is an Internet of Things (IoT) product development platform that makes it easy to model, simulate, and build smart products and systems - at the lowest cost per unit and fastest time to market. Seebo is committed to become the answer to every co...",,68,2023-01-08 15:49,2023-12-15 09:47,,
12380164502,2024 - 1H,MK in dialogue with the CEO.,No,,A,8,,No,Rhumbix,Jeffrey Bumb,,,CA,Lafayette,"Rhumbix, Inc. is a time and resource management built for Construction that offers workforce management software solutions. The company develops and delivers a mobile platform for construction field supervision to ensure crews have the materials, tools, equipment, and approved drawings.",,46,2023-01-08 15:49,2024-01-24 05:49,,
12381529649,,,No,,Not Interesting,,,,Rootstock,Jeffrey Bumb,,,CA,San Ramon,"Rootstock Software provides powerful Cloud ERP Software for Manufacturing, Distribution & Supply Chain on the Salesforce Cloud Platform. Rootstock is a robust end to end Cloud ERP system 100% native to Salesforce. Rootstock's enterprise resource planni...",,118,2023-01-08 15:49,2023-12-15 09:47,,
12381951282,,,No,,Qualify,,,,Priority,Jeffrey Bumb,,,Center District,Rosh Haayin,"Priority Software provides integrated Enterprise Resource Planning Software (ERP), business software solutions & advanced company management software. Priority Software are pioneers in the global ERP solutions market, empowering companies and organizat...",,184,2023-01-08 15:49,2024-01-31 15:12,,
12382366884,,"Business will likely raise growth capital 2024. Complicated cap table, $5-12M in ARR, Growth will get them to break even in 2024. ",Yes,-12,C,13,,No,Sight Machine,Jeffrey Bumb,,,CA,San Francisco,"Sight Machine, Inc. is a software company that offers a manufacturing data platform for plant data analysis. It provides tools for deep-dive analysis of historical information, searching for anomalous events and non-intuitive correlations. The company caters to paper and tissue, packaging, chemicals, food and beverage, automotive, and other industries.",,78,2023-01-08 15:49,2024-02-01 09:15,,
12382890532,,,No,,Qualify,,,,Simscale,Jeffrey Bumb,,,BY,München,"SimScale is a full cloud CAE simulation software that helps you perform CFD, FEA, and thermal simulations for CAD models in the cloud. SimScale enables engineering teams to access accurate and fast simulation, on their terms, without compromise. We mak...",,139,2023-01-08 15:49,2024-01-23 08:17,,
10568575658,,,No,,Qualify,,,,SpecPage,,,,Schwyz,Küssnacht,SpecPage is the only PLM & PDM process solution vendor uniquely dedicated to the food and beverage industry.,,,2023-01-08 15:49,2023-12-15 09:47,,
10568617134,,,No,,Qualify,,,,Tulip Interfaces Inc,,,,MA,Somerville,"Tulip, the industry's leading frontline operations platform, gives manufacturers a holistic view of quality, process cycle times, OEE, and more.",,,2023-01-08 15:49,2024-02-01 19:07,,
10568799914,,,No,,Qualify,,,,Unearth Technologies Inc,,,,WA,Seattle,"Unearth is a dynamic field operations platform for critical infrastructure providers - empowering work where it happens, when it's needed most.",,,2023-01-08 15:49,2024-02-01 19:00,,
10568834161,,,No,,Qualify,,,,Space LLC,,,,CA,Mountain View,Try the most powerful and easy to use workplace management software and integrated workplace management system (IWMS software) made for companies of all sizes.,,,2023-01-08 15:49,2024-01-31 17:42,,
10568845232,2024 - 2H,,Yes,,C,15,,,Triax Technologies,Matt Klein,2024-07-01,,CT,Norwalk,"We build intelligent, innovative technology devices to improve workplace safety and keep projects moving forward. Connect your worksite today.",,45,2023-01-08 15:49,2023-12-15 09:47,,
12369566469,,,No,,Qualify,,,,TechSoft,Jeffrey Bumb,,,,,Tech Soft 3D is a leading global provider of SDKs (software development kits) that help software teams deliver successful applications. They also created the 3D format that is part of the PDF standard. Their developer tools are used by software develop...,,100,2023-01-08 15:49,2024-01-23 08:22,,
12378136444,2023 - 2H,JB met CEO at ConExpo. Business working through retention issues and coming to market in 2024. ,Yes,-5,A,18,No,Yes,Stack,Jeffrey Bumb,,2024-01-31,OH,,"STACK Construction Technologies is a cloud-based construction software company that offers a comprehensive suite of tools for the construction industry. Their software helps contractors save time, increase accuracy, and improve collaboration from bid d...",,170,2023-01-08 15:49,2024-01-19 12:59,,
12380346932,,,No,,Not Interesting,,,,TenForce,Jeffrey Bumb,,,VLG,Leuven,"TenForce BVBA operates as a service provider for project management software solutions. It offers TenForce Execution, a Web-based solution that helps clients to organize various management processes in various domains; pmScrum, a lightweight software development methodology that supports the Scrum development methodology; Mondeca, a software publisher of ITM. The company optimizes content organization and access by providing support for the management of reference metadata, terminologies, taxonomies, domain-specific master data, knowledge bases, and Oracle semantic technology solutions.",,98,2023-01-08 15:49,2023-12-15 09:47,,
10568579385,,,No,,Qualify,,,,Urbint,Jeffrey Bumb,,,NY,New York,Urbint uses artificial intelligence to predict threats to workers and critical infrastructure and stop incidents before they happen.,,94,2023-01-08 15:49,2024-01-16 17:30,,
12381951283,,,No,,Qualify,,,,UpKeep,Jeffrey Bumb,,,CA,Los Angeles,"UpKeep Technologies, Inc. is a service-first company that builds software designed to make maintenance easier for technicians and managers everywhere. The company offers a mobilized asset management solution that provides solutions for real-time notifications and alerts, customizable work orders, preventative maintenance, messaging, email and print PDF work orders and invoices and camera and photo storage, as well as monitoring costs and viewing reports, accessing data anytime and anywhere, managing the team, barcode scanning, task scheduling, and asset or inventory management. It also specializes in maintenance management solutions for facility maintenance teams.",,138,2023-01-08 15:49,2024-02-01 16:22,,
10568575750,,,No,,B,,,,Vention,Jeffrey Bumb,,,QC,Montreal,"Vention, Inc. is a digital manufacturing automation platform that helps production floors. The company provides industrial automation solutions and Its products include machine scope, a productive project scoping platform, a machine builder, designing software, machine logic, simulation software, a machine portal, and collaboration for industrial equipment. It serves manufacturing, inspection, assembly, material handling, packaging, and other applications.",,291,2023-01-08 15:49,2024-01-11 13:27,,
10568585486,,,No,,Qualify,,,,eMOD by BuildSafely,,,,CA,South San Francisco,A full-featured construction safety application developed by experienced professionals to help teams apply safety best practices across even complex projects.,,,2023-01-08 15:49,2024-02-01 15:46,,
10568617141,,,No,,Qualify,,,,Infobric Group,,,,,,Infobric Group We help build a better world. our technology Infobric Group is a leading provider of software solutions that set new standards for a resource-efficient and sustainable construction industry. About us. A leading digitalisation partner for...,,,2023-01-08 15:49,2024-01-31 16:02,,
10568799917,,,No,,Not Interesting,,,,Versatile,,,,CA,Los Altos,"Versatile Natures transform every construction site into a truly profitable, smart, and safe work environment.",,,2023-01-08 15:49,2023-12-15 09:47,,
10568841477,,,No,,Qualify,,,,Congrid,,,,,Helsinki,"Congrid - ""Know what you've built"". Maximise work-site productivity, save time and cut costs. Deliver zero-defect buildings by doing things right at once.",,,2023-01-08 15:49,2024-01-31 17:47,,
12368960853,,CEO exploring strategic acquisition or majority recap. 8x ARR valuation expectations and no M&A makes this tough as a platform.,No,,Not Interesting,,,,Aclaimant,Jeffrey Bumb,,,IL,Chicago,"Aclaimant, Inc. is a software company that develops an enterprise incident reporting system designed to help businesses manage workplace incidents and insurance. It offers a risk reduction platform designed to save time and money on workplace incidents and insurance. The company serves clients in the United States.",,45,2023-01-08 15:49,2023-12-15 09:47,,
12382248812,,,No,,Qualify,,,,eCompliance,Jeffrey Bumb,,,Ontario,Toronto,"eCompliance is the first EHS – Environment, Health, and Safety – software aimed at front-line users, built with workplace safety management in mind. Learn more!",,77,2023-01-08 15:49,2023-12-15 09:47,,
12382366883,2023 - 1H,"Minority deal, subscale as stand alone, likely pass for next step, ($4.5M) Net Income current FY ending Mar 31st",No,,B,,,No,Veerum,Jeffrey Bumb,,,TX,Houston,digital twin software,,50,2023-01-08 15:49,2024-01-10 16:54,,
12383121705,,Not a great fit with Penta.,No,,C,,,,Safesite,Jeffrey Bumb,,,CA,San Francisco,"Safesite is the free paperless safety management system and safety app featuring inspections, audits and checklists, toolbox talks, and incident reports.",,70,2023-01-08 15:49,2024-01-11 19:59,,
10568841486,,,No,,Qualify,,,,Salus-Technical,,,,Aberdeenshire,Westhill,An engineering consultancy specialising in Process Safety and risk management software. For Bowtie Diagrams and Safety Critical Task Analysis. Get in touch for a free trial.,,,2023-01-08 15:49,2023-12-15 09:47,,
10568848821,,,No,,Qualify,,,,ServiceTrade,,,,NC,Durham,"Mobile and web-based field service management software to streamline operations, improve technician productivity and give an amazing customer experience.",,,2023-01-08 15:49,2023-12-15 09:47,,
12380346933,,,No,,Qualify,,,,RFMS,Jeffrey Bumb,,,AL,Tuscaloosa,"Business Management Solutions for your flooring business. When generic software no longer makes sense for your company, RFMS is the natural next step.",,160,2023-01-08 15:49,2023-12-15 09:47,,
12382890535,,"Tip, Chris Cavanaugh, Mainsail will explore a sale in 2024. ",No,,C,,,No,JobNimbus,Jeffrey Bumb,,2024-01-01,UT,Lehi,JobNimbus is a CRM and project management software wrapped up in one application. The platform is an end to end solution designed to help contractors (roofing and construction professionals) streamline their communication and better manage their teams....,,171,2023-01-08 15:49,2024-02-01 19:49,,
10568597889,,,No,,Qualify,,,,Knowify,,,,NY,New York,"Knowify is a construction management software that provides a suite of cloud-based business management tools for construction contractors. It offers features such as CRM, project management, invoicing, estimation, job costing, contract and change order...",,,2023-01-08 15:49,2024-01-03 08:25,,
10568601529,,,No,,Qualify,,,,Tradogram,,,,Ontario,Ottawa,"Tradogram is the #1 procurement software used by companies worldwide for spend management, purchasing and all procurement processes.",,,2023-01-08 15:49,2023-12-15 09:47,,
10568799915,,,No,,Qualify,,,,Corecon Technologies Inc,,,,CA,Huntington Beach,"Corecon Technologies develops an online construction software suite for estimating, project management, job cost control, scheduling and collaboration.",,,2023-01-08 15:49,2023-12-15 09:47,,
10568800007,,,No,,Qualify,,,,4castplus,,,,Alberta,Calgary,4castplus delivers a powerful suite of integrated project cost management software tools to streamline everything you do. Get started today.,,,2023-01-08 15:49,2023-12-15 09:47,,
10568811332,,,No,,Qualify,,,,mybidbox.com,,,,,,,,,2023-01-08 15:49,2023-12-15 09:47,,
10568829800,,"JR to qualify, attending Jefferies Office of the CFO Summit on Sept. 26th 2023.",No,,Not Interesting,,,No,Mosaic,Josh Ruder,,,CA,Oakland,"Developer of a residential solar lending platform intended to provide crowdfunded loans for residential solar projects. The company's platform empowers solar and home improvement professionals to deliver financing through a simple point-of-sale app creating a hassle-free and positive experience for both the contractor and homeowner, enabling clients to profit from the benefits of clean energy by owning their own solar panels.",,288,2023-01-08 15:49,2024-02-01 19:54,,
10568848818,,,No,,Not Interesting,,,,Sitetracker Inc,,,,NJ,Montclair,"Sitetracker is a cloud-based software company that provides a full lifecycle platform designed by project managers to manage high volume distributed projects. Their platform delivers real-time collaboration, powerful automated reports, and accurate for...",,,2023-01-08 15:49,2024-02-01 19:56,,
10568848820,,,No,,Qualify,,,,Thunderbolt Pipeline,,,,NH,Dover,"Dive Into The Details With the labor shortage, the best way to increase margins is to be more efficient. We have developed three specific feature sets that will help your business stay efficient and ahead of the competition. Predict you...",,,2023-01-08 15:49,2024-01-31 15:43,,
12379031557,,,No,,Qualify,,,,Kwant.ai,Jeffrey Bumb,,,NY,New York,Kwant.ai is a Construction Analytics Platform using Internet of Things and Artificial Intelligence to save lives and money,,45,2023-01-08 15:49,2024-02-01 19:08,,
12380164504,,,No,,Qualify,,,,PlanHub,Jeffrey Bumb,,,FL,West Palm Beach,"PlanHub is a leading construction bidding and project management platform. It is a cloud-based, pre-construction bidding app and management software that facilitates the bidding process between general contractors, subcontractors, and suppliers. PlanHu...",,96,2023-01-08 15:49,2024-01-23 09:44,,
10568803342,,,No,,Qualify,,,,1build,,,,CA,Mountain View,"Need faster job bids? 1build construction estimating software is the ultimate solution for bids, construction takeoff services and more.",,,2023-01-08 15:49,2023-12-15 09:47,,
10568811323,,,No,,Qualify,,,,easybuild.io,,,,,,"EasyBuild: building software with ease, a Python framework for building and installing (scientific) software",,,2023-01-08 15:49,2023-12-15 09:47,,
10568860032,,,No,,Qualify,,,,Projectmates,,,,TX,Dallas,"Projectmates is a proven way for Owners to save time and money on construction projects, from concept to close out. Systemates, Inc. is a Software as a Service (SaaS) information technology company and producer of the award winning construction program...",,,2023-01-08 15:49,2024-01-23 08:25,,
12379802473,,,No,,Qualify,,,,NorthSpyre,Jeffrey Bumb,,,NY,BROOKLYN,"Northspyre is a cloud-based real estate development software that empowers developers to achieve easier, more predictable outcomes on complex projects. It is a cloud-based intelligence platform that helps real estate professionals make proactive, data-...",,60,2023-01-08 15:49,2024-02-01 18:15,,
10570194514,,Modular speech engine,,,B,,,,LumenVox,Jeffrey Bumb,,,CA,San Diego,"Modular speech engine for automatic speech recognition, call progress analysis, speech synthesis (TTS), voice biometrics and transcription",,,2023-01-08 18:00,2023-12-15 09:47,,
10576436023,,,No,,Qualify,,,,Perceptyx,,,,CA,Temecula,"Perceptyx is a company that provides employee surveys, consultation, and people analytics services. They offer fully customizable surveys and visualization tools to help organizations connect the dots between the employee experience and business outcom...",,500,2023-01-09 09:47,2024-02-01 18:04,,
10579951799,2024 - 1H,PE backed by Braemont Capital. Rumored to think they are worth $1bn. Would be complimentary to HammerTech's vendor management for Safety and Compliance offering.,No,,C,12,No,No,RedTeam Software,Jeffrey Bumb,,2024-10-07,FL,Orlando,"RedTeam Software, LLC provides project management and construction accounting solution for commercial contractors. The company tools are designed to lower the stress level and improve satisfaction with all construction projects. Its software is then used by construction teams to communicate and collaborate online by creating and sharing contract documents, posting updates, uploading photos, and monitoring performance.",,117,2023-01-09 14:00,2024-02-01 09:16,,
10590878649,Unknown,Seeking $60-70M valuation with unimparied debt.,No,,Qualify,20,,No,Aktana,Josh Ruder,,,CA,San Francisco,Sales enablement for Life Sciences,,306,2023-01-09 16:58,2024-02-01 17:48,,
10583314341,,,,,,,,,cfxadvisors.com,,,,,,,,,2023-01-09 17:22,2023-12-15 09:47,,
10583730530,,,,,,,,,Brenowen,,,,New South Wales,Sydney,"Brenowen is a boutique, independent corporate advisory firm offering expert guidance to a select base of Owners, Boards and Senior Executives",,,2023-01-09 18:24,2023-12-15 09:47,,
10584730646,2023 - 2H,"JB/MK, touch base with lead banker for Q2 update.. Joe Morgan @ Piper Sandler; profitable; founder ""won't sell for less than $200M""",No,,B,15,,Yes,Earthwave Technologies,Matt Klein,,2024-04-30,IN,Indianapolis,Earthwave Technologies’ Fleetwatcher software is a fleet management telematics system built specifically to handle your construction equipment needs. FleetWatcher is a solution of Earthwave Technologies which provides fleet management software to the c...,,75,2023-01-09 20:05,2024-01-23 08:18,,
10584300904,2023 - 2H,"JB/MK, connect with lead banker. 2H 2023 deal.. Joe Morgan - investor base is tired; 2H 2023; Piper pitching in February",Yes,,B,12,,No,Buildxact,Matt Klein,,,Victoria,Melbourne,Buildxact is an easy to use construction management and estimating software designed for small builders and remodelers. Sign up for your 14-day free trial.,,83,2023-01-09 20:12,2023-12-15 13:04,,
10586952348,,"$15M revenue; $10M hardware, $5M software; $6M EBITDA; grow it 100% this year. Will close the year at $10M ARR",,,,,,,Photobooth Supply,,,,CA,Santa Ana,Photo booth software and hardware sales,,,2023-01-09 20:23,2024-01-23 08:15,,
10584301154,2023 - 2H,struggling; likely open to recap ; Chris Cavanagh - struggling Turn River deal,No,,B,,,Yes,Trakstar,Matt Klein,,,WA,Seattle,"Trakstar is a leading provider of employee performance software. Our platform offers performance appraisal software that is easy to use for unlimited employee reviews, 360 feedback, and goal setting. We also provide a talent management platform, includ...",,102,2023-01-09 20:29,2024-01-23 08:22,,
10589292697,,"Operator of an API integration platform intended to offer an effective approach to business transformation. The company's platform connects SaaS, on-premise and cloud applications and infuses artificial intelligence into any business process, enabling companies to reuse business-critical applications and data to bring new offerings to market.",No,,Qualify,,,,Jitterbit,Josh Ruder,,,CA,Alameda,"Connect SaaS, on-premises & cloud apps while instantly infusing intelligence into any business process. Learn more about API integration with Jitterbit..",,500,2023-01-10 01:04,2024-02-01 19:42,,
10589330082,,"Provider of behavioral health services based in Las Vegas, Nevada. The company's services include employee assistance program (EAP), individual and group therapy, medication management, substance abuse programs as well as crisis management, enabling children, adolescents and adults to avail themselves of a full spectrum of mental health and addiction treatment.",No,,Qualify,,,,Harmony Healthcare,Josh Ruder,,,NV,Las Vegas,Harmony Healthcare provides counseling and treatment for children and adults suffering with mental health and substance abuse issues in Nevada in an outpatient setting; employee assistance plan (EAP) options are available.,,500,2023-01-10 01:04,2023-12-15 09:47,,
10589455120,,"Provider of network-based voice and messaging services to wireless, cable, carrier and communication service providers. The company offers a variety of voice services including local transit, long-distance, switched access, international voice, direct inward dialing, and toll-free services using an all-IP network, which enables to deliver global connectivity for various media.",No,,Qualify,,,,Inteliquent,Josh Ruder,,,CA,San Francisco,"SMS Messaging, Voice, Email, Video & Verification APIs | Sinch Unlock meaningful conversations across the customer journey with programmable SMS, voice, email, video, & verification APIs! With a passion for simplicity and the culmination of years of ex...",,500,2023-01-10 01:04,2024-01-24 09:35,,
10590597447,,"Provider of health information services for the high-acuity areas of hospitals. The company provides information services that enable delivery of clinical, financial and operational results in the high-acuity care areas of the hospital which includes the emergency department, operating and recovery rooms and intensive care units.",No,,Qualify,,,,Picis,Josh Ruder,,,MA,Wakefield,Picis provides clinical information solutions to automate the perioperative process with patient management software. Learn how we can assist your hospital.,,500,2023-01-10 01:04,2023-12-15 09:47,,
10590724175,,"Developer of specialty therapy initiation platform in Orlando, Florida. The company offers an integrated access solution that streamlines therapy initiation at the provider level, offering visibility to life sciences organizations and specialty pharmacies within their network.",No,,Qualify,,,,AssistRx,Josh Ruder,,,FL,Orlando,"See how AssistRx offers intelligent therapy initiation and patient support solution that improve patient uptake, visibility and outcomes.",,500,2023-01-10 01:04,2024-01-31 15:39,,
10590724177,,Provider of healthcare management and coordination services. The company provides a variety of modular healthcare management and data analysis services to physicians and managed-care organizations that enable the healthcare providers to share information about a patient's status and history.,No,,Qualify,,,,MEDecision,Josh Ruder,,,PA,Wayne,"Medecision is an integrated health management company supporting virtual care and digital health. Medecision is the leading provider of connected care technology and services for risk-bearing healthcare organizations including health plans, hospitals, ...",,500,2023-01-10 01:04,2024-02-01 17:06,,
10589373811,,"Developer of a healthcare staffing platform designed to connect care providers with vacant job openings. The company's platform facilitates communication between nurses and nurse managers and connects healthcare providers with open shifts to credentialed nurses via an alert system that is sent to their mobile devices, enabling healthcare agencies to fill their staff requirements and nurses to find employment.",No,,Qualify,,,,ConnectRN,Josh Ruder,,,MA,Waltham,"A community of nurses and aides, founded on a culture of care. Together, we're making a difference - one connection at a time.",,487,2023-01-10 01:04,2023-12-15 09:47,,
10589484332,,"Developer of e-prescribing and medical data management software intended to serve pharmacies, hospitals and post-acute care facilities. The company through its software offers real-time access to patient data by improving communication and collaboration at the point of care and across the patient's circle of caregivers, enhancing the doctor's clinical view of the patient to help drive better health outcomes.",No,,Qualify,,,,DrFirst,Josh Ruder,,,MD,Rockville,"DrFirst pioneers software solutions and services designed to optimize healthcare provider access to patient information, improve the doctor's clinical view of the patient at the time of care, and enable more effective, efficient administration and coll...",,485,2023-01-10 01:04,2024-01-23 08:21,,
10589520473,,"Developer of an artificial intelligence-powered digital therapeutic system designed to aid with musculoskeletal healthcare needs. The company's system provides patients with interactive physical rehabilitation exercises from the comfort of their own homes, supervised by remote physiotherapists to provide patients with physical therapy at reduced costs, enabling patients to get access to a rich source of data for clinical teams and decision-makers stroke patients to use this therapy independently.",No,,Qualify,,,,Sword,Josh Ruder,,,NY,New York,"SWORD brings clinical-grade musculoskeletal care home. We pair licensed PTs with medical-grade tech to make care more convenient, accessible and affordable.",,500,2023-01-10 01:04,2023-12-15 09:47,,
10590604642,,"Developer of randomization and trial supply management software designed to accelerate clinical research. The company's cloud-based platform offers services focused on facilitating the work of assigning patients to treatment groups, managing clinical supply and dispensing medicines used in trials as well as supply forecasting optimization utilizing natural language processing, enabling the global life sciences industry to respond and react quickly to medical needs.",No,,Qualify,,,,4G Clinical,Josh Ruder,,,MA,Wellesley,"4G Clinical delivers modern, flexible and validated randomization and trial supply management (RTSM) capabilities to Pharma and CROs faster than anyone else in the world.",,450,2023-01-10 01:04,2023-12-15 09:47,,
